sequenceID,URL,division,country,host,state,strain,collection_data,authors
KX547365,,NY/Suffolk,United-States,Bird-other,NY,WN02,2008-07-31,Shabman et al
KX547401,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2008-09-17,Shabman et al
KJ501331,,OH/Montgomery,United-States,Bird-other,OH,WN02,2002-09-12,Newman et al
KX547505,,NY/Warren,United-States,Mosquito-Culex,NY,WN02,2002-09-26,Shabman et al
HM488177,,IL,United-States,Bird-crow,IL,WN02,2002-08-01,Henn et al
DQ164205,,TX/Concho,United-States,Human,TX,WN02,2002-08-01,Davis et al
DQ164198,,TX/Concho,United-States,Human,TX,WN02,2002-08-01,Davis et al
JF730042,,NY,United-States,Bird-crow,NY,WN02,2007-08-01,Henn et al
JF972636,,CT/Fairfield,United-States,Mosquito-Culiseta,CT,WN02,2008-08-02,Henn et al
KX547530,,NY/Dutchess,United-States,Bird-other,NY,WN02,2005-09-30,Shabman et al
KX547370,,NY/Dutchess,United-States,Mosquito-Culex,NY,WN02,2005-08-30,Shabman et al
KX547362,,NY/Dutchess,United-States,Mosquito-Culex,NY,WN02,2005-08-31,Shabman et al
KX547219,,NY/Dutchess,United-States,Mosquito-Culex,NY,WN02,2007-08-30,Shabman et al
KX547208,,NY/Dutchess,United-States,Mosquito-Culex,NY,WN02,2007-07-02,Shabman et al
KX547191,,NY/Dutchess,United-States,Mosquito-Culex,NY,WN02,2008-08-08,Shabman et al
HM488242,,NY,United-States,Bird-other,NY,WN02,2008-08-02,Henn et al
KX547588,,NY/Kings,United-States,Bird-other,NY,WN02,2004-08-28,Shabman et al
MH170270,,GA/Henry,United-States,Bird-crow,GA,WN02,2004-08-02,Swetnam et al
HM488254,,IL,United-States,Mosquito-Culex,IL,WN02,2007-08-01,Henn et al
KX547289,,NY/Cortland,United-States,Bird-crow,NY,WN02,2005-10-05,Shabman et al
KX547549,,NY/Cortland,United-States,Bird-crow,NY,WN02,2003-10-02,Shabman et al
HM488251,,NY,United-States,Bird-crow,NY,WN02,2003-08-01,Henn et al
KX547438,,NY/Onondaga,United-States,Mosquito-Culex,NY,WN02,2011-08-10,Shabman et al
KX547243,,NY/Lewis,United-States,Bird-crow,NY,WN02,2006-08-23,Shabman et al
JF920753,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2008-08-02,Henn et al
JF957183,,TX,United-States,Human,TX,WN02,2009-08-01,Anez et al
KX547220,,NY/Suffolk,United-States,Mosquito-other,NY,WN02,2011-08-18,Shabman et al
KJ501500,,MD/Talbot,United-States,Bird-other,MD,WN02,2009-12-22,Newman et al
KX547389,,NY/Suffolk,United-States,Mosquito-Culiseta,NY,WN02,2012-09-08,Shabman et al
KX547325,,NY/Onondaga,United-States,Mosquito-Culiseta,NY,WN02,2011-09-20,Shabman et al
KX547345,,NY/Rockland,United-States,Bird-crow,NY,WN02,2004-08-12,Shabman et al
KJ501451,,PA,United-States,Bird-crow,PA,WN02,2003-08-28,Newman et al
MH170257,,GA/Lawnder,United-States,Mosquito-Culex,GA,WN02,2005-08-01,Swetnam et al
KX547606,,NY/Rockland,United-States,Mosquito-Culex,NY,WN02,2008-08-02,Shabman et al
JN183885,,NY,United-States,Bird-other,NY,WN02,2008-08-02,Henn et al
KX547182,,NY/Orange,United-States,Mosquito-Culex,NY,WN02,2002-09-11,Shabman et al
KX547275,,NY/Jefferson,United-States,Bird-other,NY,WN02,2004-09-04,Shabman et al
KX547226,,NY/Onondaga,United-States,Mosquito-Culex,NY,WN02,2007-07-25,Shabman et al
KJ501284,,WI,United-States,Bird-other,WI,WN02,2002-07-11,Newman et al
HM488179,,IL,United-States,Bird-crow,IL,WN02,2002-08-01,Henn et al
KJ501511,,AR,United-States,Bird-other,AR,WN02,2002-08-02,Newman et al
KJ501421,,SD,United-States,Bird-other,SD,WN02,2004-08-07,Newman et al
HM488176,,CT/New-Haven,United-States,Mosquito-Culex,CT,WN02,2003-08-20,Armstrong et al
HM488212,,CT/New-Haven,United-States,Mosquito-Culex,CT,WN02,2003-08-19,Armstrong et al
HM756651,,CT/Fairfield,United-States,Mosquito-other,CT,WN02,2003-08-25,Armstrong et al
KX547260,,NY/Onondaga,United-States,Bird-crow,NY,WN02,2006-08-10,Shabman et al
KX547231,,NY/Westchester,United-States,Mosquito-Culex,NY,WN02,2007-08-07,Shabman et al
KX547422,,NY/Queens,United-States,Bird-other,NY,WN02,2003-10-03,Shabman et al
KX547560,,NY/Suffolk,United-States,Bird-other,NY,WN02,2005-09-17,Shabman et al
HQ671720,,CT/Fairfield,United-States,Bird-crow,CT,WN02,2002-08-01,Henn et al
KX547346,,NY/Albany,United-States,Bird-crow,NY,WN02,2004-06-19,Shabman et al
KX547302,,NY/Broome,United-States,Bird-crow,NY,WN02,2004-08-05,Shabman et al
KX547421,,NY/Steuben,United-States,Bird-crow,NY,WN02,2002-08-15,Shabman et al
KX547603,,NY/Saratoga,United-States,Bird-crow,NY,WN02,2002-09-20,Shabman et al
DQ164193,,NY/Clinton,United-States,Bird-crow,NY,WN02,2002-08-01,Davis et al
KX547305,,NY/Albany,United-States,Bird-crow,NY,WN02,2002-08-25,Shabman et al
KX547292,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2009-09-16,Shabman et al
HM488234,,CT/New-Haven,United-States,Mosquito-Culex,CT,WN02,2003-09-17,Armstrong et al
HM488233,,CT/New-Haven,United-States,Mosquito-Aedes,CT,WN02,2003-09-17,Armstrong et al
KX547508,,NY/Lewis,United-States,Bird-crow,NY,WN02,2005-09-05,Shabman et al
HQ671725,,NY,United-States,Bird-crow,NY,WN02,2005-08-01,Henn et al
MH166896,,VA/Norfolk,United-States,Mosquito-unknown,VA,WN02,2009-08-01,Swetnam et al
MH819458,,CAN/QC/Blainville,Canada,Culex Sp.,CAN/QC,WN02,2005-08-25,Therrien et al
MH819451,,CAN/QC/Dorval,Canada,Culex Sp.,CAN/QC,WN02,2005-08-12,Therrien et al
MH819457,,CAN/QC/Sainte-Anne-Des-Plaines,Canada,Culex Sp.,CAN/QC,WN02,2005-08-19,Therrien et al
KJ501309,,MS,United-States,Bird-other,MS,WN02,2002-08-13,Newman et al
MH170231,,CO/Larimer,United-States,Bird-other,CO,WN02,2003-08-01,Swetnam et al
HM488173,,CT/New-Haven,United-States,Mosquito-Culex,CT,WN02,2003-08-12,Armstrong et al
HQ705660,,NY,United-States,Bird-crow,NY,WN02,2003-08-01,Henn et al
HM488217,,CT/New-Haven,United-States,Mosquito-Culex,CT,WN02,2003-08-21,Armstrong et al
HM756650,,CT/New-Haven,United-States,Mosquito-Culex,CT,WN02,2003-08-21,Armstrong et al
KJ501368,,TN,United-States,Bird-crow,TN,WN02,2002-08-06,Newman et al
KX547615,,NY/Suffolk,United-States,Bird-crow,NY,WN02,2006-07-26,Shabman et al
HM488160,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2006-09-25,Armstrong et al
HM756649,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2006-09-05,Armstrong et al
KJ501384,,MS,United-States,Bird-other,MS,WN02,2002-08-13,Newman et al
HM488240,,NY,United-States,Bird-other,NY,WN02,2008-08-02,Henn et al
HM488193,,IL,United-States,Bird-crow,IL,WN02,2005-08-01,Henn et al
KX547605,,NY/Lewis,United-States,Bird-crow,NY,WN02,2004-07-12,Shabman et al
KJ501303,,KY,United-States,Bird-other,KY,WN02,2002-08-23,Newman et al
HM488188,,IL,United-States,Bird-crow,IL,WN02,2004-08-02,Henn et al
DQ431699,,FL/Hillsborough,United-States,Human,FL,WN02,2003-08-01,Herring et al
HM756676,,IL,United-States,Bird-other,IL,WN02,2003-08-01,Henn et al
KJ501411,,NE,United-States,Bird-other,NE,WN02,2008-08-13,Newman et al
KJ501412,,NE,United-States,Bird-other,NE,WN02,2008-08-13,Newman et al
KX547241,,NY/Erie,United-States,Mosquito-Culex,NY,WN02,2003-09-09,Shabman et al
KJ501312,,VA,United-States,Bird-crow,VA,WN02,2003-09-08,Newman et al
MH166884,,VA/Norfolk,United-States,Mosquito-unknown,VA,WN02,2004-08-02,Swetnam et al
MH166921,,VA/Norfolk,United-States,Mosquito-unknown,VA,WN02,2008-08-02,Swetnam et al
KX547512,,NY/Chautauqua,United-States,Bird-crow,NY,WN02,2005-08-22,Shabman et al
KX547447,,NY/Suffolk,United-States,Bird-crow,NY,WN02,2007-08-08,Shabman et al
KX547476,,NY/Suffolk,United-States,Bird-other,NY,WN02,2008-08-08,Shabman et al
KX547175,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2008-07-11,Shabman et al
HM488204,,NY,United-States,Bird-crow,NY,WN02,2008-08-02,Henn et al
KX547453,,NY/Suffolk,United-States,Bird-other,NY,WN02,2008-07-30,Shabman et al
KX547336,,NY/Essex,United-States,Bird-crow,NY,WN02,2002-09-09,Shabman et al
DQ431693,,TX/Potter,United-States,Human,TX,WN02,2003-08-01,Herring et al
KX547593,,NY/Washington,United-States,Bird-other,NY,WN02,2003-09-28,Shabman et al
KX547188,,NY/Broome,United-States,Mosquito-Culex,NY,WN02,2003-08-15,Shabman et al
DQ431695,,IL/Cook,United-States,Human,IL,WN02,2003-08-01,Herring et al
KX547468,,NY/Columbia,United-States,Mosquito-Culex,NY,WN02,2003-08-11,Shabman et al
GU827999,,TX/Montgomery,United-States,Bird-other,TX,WN02,2003-08-01,May et al
KJ501350,,ND/Sargent,United-States,Bird-other,ND,WN02,2003-08-06,Newman et al
DQ164199,,TX/Concho,United-States,Human,TX,WN02,2003-08-01,Davis et al
HQ671721,,NY,United-States,Bird-crow,NY,WN02,2008-08-02,Henn et al
GU828000,,TX/Harris,United-States,Bird-other,TX,WN02,2003-08-01,May et al
KX547596,,NY/Suffolk,United-States,Bird-other,NY,WN02,2005-08-11,Shabman et al
KX547388,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2010-08-26,Shabman et al
KX547541,,NY/Nassau,United-States,Mosquito-Culex,NY,WN02,2009-08-28,Shabman et al
KX547463,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2009-08-25,Shabman et al
KX547164,,NY/Nassau,United-States,Mosquito-Culex,NY,WN02,2006-09-08,Shabman et al
JF415930,,TX/Harris,United-States,Mosquito-Culex,TX,WN02,2006-08-01,McMullen et al
JF415915,,TX/Harris,United-States,Bird-other,TX,WN02,2006-08-01,McMullen et al
DQ431703,,CO/Mesa,United-States,Human,CO,SW03,2004-08-02,Herring et al
DQ431701,,CO/Mesa,United-States,Human,CO,WN02,2004-08-02,Herring et al
KX547506,,NY/Lewis,United-States,Bird-crow,NY,WN02,2002-08-21,Shabman et al
KX547550,,NY/Onondaga,United-States,Mosquito-Culiseta,NY,WN02,2003-09-04,Shabman et al
KJ501271,,NJ,United-States,Bird-other,NJ,WN02,2003-09-16,Newman et al
HM488144,,CT/Fairfield,United-States,Mosquito-Culex,CT,WN02,2004-08-18,Armstrong et al
HM488146,,CT/Fairfield,United-States,Mosquito-other,CT,WN02,2004-08-31,Armstrong et al
HM488145,,CT/Fairfield,United-States,Mosquito-Aedes,CT,WN02,2004-08-31,Armstrong et al
KJ501466,,MI/Lapeer,United-States,Bird-other,MI,WN02,2002-09-20,Newman et al
HM488178,,IL,United-States,Bird-crow,IL,WN02,2002-08-01,Henn et al
MH170238,,CO/Larimer,United-States,Bird-other,CO,WN02,2003-08-01,Swetnam et al
KJ501469,,NE/Knox,United-States,Bird-other,NE,WN02,2003-08-15,Newman et al
KJ501387,,NE,United-States,Bird-other,NE,WN02,2002-08-30,Newman et al
KX547213,,NY/Ulster,United-States,Bird-other,NY,WN02,2002-09-13,Shabman et al
KX547247,,NY/Erie,United-States,Mosquito-Culex,NY,WN02,2002-08-14,Shabman et al
KJ501237,,MN/Lacqui-Parle,United-States,Bird-other,MN,WN02,2008-08-09,Newman et al
KJ501259,,SD/Yankton,United-States,Bird-other,SD,WN02,2008-01-04,Newman et al
JF415917,,TX/Harris,United-States,Bird-other,TX,WN02,2007-08-01,McMullen et al
KJ501296,,MT,United-States,Bird-other,MT,WN02,2002-09-13,Newman et al
KJ501390,,SD,United-States,Bird-other,SD,WN02,2003-08-06,Newman et al
KX547276,,NY/Erie,United-States,Mosquito-Culex,NY,WN02,2011-07-18,Shabman et al
KY216154,,NY/Suffolk,United-States,Mosquito-Culex,NY,WN02,2012-07-26,Ehrbar et al
JX015521,,TX/El-Paso,United-States,Mosquito-Culex,TX,WN02,2009-09-01,Mann et al
JX015522,,TX/El-Paso,United-States,Mosquito-Culex,TX,WN02,2010-08-17,Mann et al
JX015519,,TX/El-Paso,United-States,Mosquito-Culex,TX,WN02,2009-07-28,Mann et al
JF957169,,CO,United-States,Human,CO,WN02,2007-08-01,Anez et al
MH170255,,CO/Larimer,United-States,Mosquito-Culex,CO,WN02,2008-08-02,Swetnam et al
KJ501238,,MN/Lacqui-Parle,United-States,Bird-other,MN,WN02,2008-08-12,Newman et al
KJ501217,,CO/Larimer,United-States,Mosquito-Culex,CO,WN02,2012-08-21,Newman et al
MH170245,,CO/Larimer,United-States,Mosquito-Culex,CO,WN02,2008-08-02,Swetnam et al
MH170250,,CO/Larimer,United-States,Mosquito-Culex,CO,WN02,2008-08-02,Swetnam et al
KJ501475,,KS,United-States,Bird-other,KS,WN02,2002-08-23,Newman et al
JF415924,,TX/Harris,United-States,Bird-other,TX,WN02,2009-08-01,McMullen et al
JF957182,,TX,United-States,Human,TX,WN02,2009-08-01,Anez et al
JF957181,,SD,United-States,Human,SD,WN02,2009-08-01,Anez et al
KJ501254,,ND/Mclean,United-States,Bird-other,ND,WN02,2008-08-22,Newman et al
KJ501214,,CO/Larimer,United-States,Mosquito-Culex,CO,WN02,2012-08-08,Newman et al
KJ501315,,KS,United-States,Bird-crow,KS,WN02,2002-08-23,Newman et al
KX547472,,NY/Livingston,United-States,Bird-other,NY,WN02,2006-08-31,Shabman et al
MH170267,,GA/Gwinnett,United-States,Bird-other,GA,WN02,2008-08-02,Swetnam et al
KT862844,,TX/Harris,United-States,Bird-crow,TX,WN02,2011-08-29,Mann et al
KT862843,,TX/Harris,United-States,Bird-other,TX,WN02,2010-09-08,Mann et al
KC333374,,TX/Harris,United-States,Bird-other,TX,WN02,2011-08-26,Mann et al
KX547608,,NY/Erie,United-States,Mosquito-Culex,NY,WN02,2009-08-25,Shabman et al
MH170266,,GA/Fulton,United-States,Mosquito-Culex,GA,WN02,2007-08-01,Swetnam et al
KJ501523,,NC,United-States,Bird-other,NC,WN02,2006-07-25,Newman et al
KX547168,,NY/Albany,United-States,Bird-other,NY,WN02,2012-09-28,Shabman et al
HM488237,,NY,United-States,Bird-crow,NY,WN02,2008-08-02,Henn et al
KJ501376,,OH/Medina,United-States,Bird-other,OH,WN02,2002-09-17,Newman et al
KJ145829,,NY,United-States,Bird-crow,NY,SW03,2010-09-20,Newman et al
HM488201,,NY,United-States,Bird-crow,NY,SW03,2007-08-01,Henn et al
KX547539,,NY/Tompkins,United-States,Bird-crow,NY,SW03,2007-08-22,Shabman et al
KX547528,,NY/Queens,United-States,Bird-other,NY,SW03,2007-08-24,Shabman et al
JX015518,,MEX/CHH/Ciudad-Juarez,Mexico,Mosquito-Culex,MEX/CHH,SW03,2008-09-10,Mann et al
JX015517,,TX/El-Paso,United-States,Mosquito-Culex,TX,SW03,2008-08-27,Mann et al
JX015520,,MEX/CHH/Ciudad-Juarez,Mexico,Mosquito-Culex,MEX/CHH,SW03,2009-08-11,Mann et al
W636,,CA/Sacramento,United-States,Mosquito,CA,WN02,2005-07-12,WestNile4K
W326,,CA/Kern,United-States,Bird,CA,WN02,2011-11-15,WestNile4K
DQ164203,,CO/Park,United-States,Bird-crow,CO,SW03,2003-08-01,Davis et al
KJ501522,,NC,United-States,Bird-other,NC,SW03,2004-07-31,Newman et al
KX547585,,NY/Albany,United-States,Bird-crow,NY,SW03,2009-09-02,Shabman et al
KX547552,,NY/Kings,United-States,Bird-other,NY,SW03,2010-09-16,Shabman et al
KX547273,,NY/Erie,United-States,Mosquito-Culex,NY,SW03,2006-07-31,Shabman et al
MH170230,,CO/Weld,United-States,Mosquito-unknown,CO,SW03,2007-08-01,Swetnam et al
KX547375,,NY/Oswego,United-States,Mosquito-Culiseta,NY,SW03,2011-09-08,Shabman et al
KX547352,,NY/Orange,United-States,Mosquito-Culex,NY,SW03,2008-08-15,Shabman et al
KJ501326,,MT/Sheridan,United-States,Bird-other,MT,SW03,2003-08-06,Newman et al
KJ501354,,OK/Payne,United-States,Bird-crow,OK,SW03,2003-09-25,Newman et al
KX547264,,NY/Livingston,United-States,Bird-crow,NY,SW03,2004-08-17,Shabman et al
KX547282,,NY/Orleans,United-States,Bird-other,NY,SW03,2004-09-08,Shabman et al
KX547451,,NY/Monroe,United-States,Bird-crow,NY,SW03,2006-08-22,Shabman et al
KJ501429,,WI,United-States,Bird-other,WI,SW03,2006-08-16,Newman et al
KJ501430,,WI,United-States,Bird-other,WI,SW03,2006-08-16,Newman et al
KJ501295,,MO,United-States,Bird-other,MO,SW03,2002-08-13,Newman et al
JF415914,,TX/Harris,United-States,Mosquito-Culex,TX,SW03,2005-08-01,McMullen et al
MH170272,,GA/Chatham,United-States,Mosquito-Culex,GA,SW03,2007-08-01,Swetnam et al
KX547361,,NY/Suffolk,United-States,Mosquito-Culex,NY,SW03,2010-08-12,Shabman et al
KC333375,,TX/Harris,United-States,Bird-other,TX,SW03,2012-08-05,Mann et al
KJ501222,,CO/Larimer,United-States,Mosquito-Culex,CO,SW03,2012-08-07,Newman et al
KJ501381,,MN/Lacqui-Parle,United-States,Bird-other,MN,SW03,2003-07-30,Newman et al
DQ666452,,SD/Stanley,United-States,Human,SD,SW03,2005-08-01,Grinev et al
KJ501250,,MT/Phillips,United-States,Bird-other,MT,SW03,2009-08-24,Newman et al
KX547544,,NY/Onondaga,United-States,Bird-other,NY,SW03,2009-08-26,Shabman et al
JF957175,,NV,United-States,Human,NV,SW03,2009-08-01,Anez et al
KF704153,,AZ/Maricopa,United-States,Mosquito-Culex,AZ,SW03,2010-08-06,Plante et al
JQ700438,,AZ,United-States,Human,AZ,SW03,2011-08-01,Anez et al
KJ501170,,CA,United-States,Mosquito-Culex,CA,SW03,2011-07-21,Newman et al
KR348993,,CA/San-Bernardino,United-States,Mosquito-Culex,CA,SW03,2011-07-21,Duggal et al
KX547462,,NY/Jefferson,United-States,Bird-crow,NY,SW03,2004-06-30,Shabman et al
KJ501392,,SD,United-States,Bird-other,SD,SW03,2003-07-19,Newman et al
JF920751,,CT/Fairfield,United-States,Mosquito-Culex,CT,SW03,2008-08-02,Henn et al
KJ145832,,NM,United-States,Bird-other,NM,SW03,2007-08-30,Newman et al
JF415921,,TX/Harris,United-States,Bird-other,TX,SW03,2008-08-02,McMullen et al
KJ501418,,NC,United-States,Bird-other,NC,SW03,2008-12-05,Newman et al
KX547197,,NY/Ontario,United-States,Bird-crow,NY,SW03,2004-07-30,Shabman et al
KX547318,,NY/Niagara,United-States,Bird-other,NY,SW03,2006-08-19,Shabman et al
KJ501518,,MT/Phillips,United-States,Bird-other,MT,SW03,2007-07-27,Newman et al
KX547187,,NY/Albany,United-States,Bird-crow,NY,SW03,2008-08-29,Shabman et al
KJ501258,,SD,United-States,Bird-other,SD,SW03,2007-12-14,Newman et al
KJ501462,,UT/Weber,United-States,Bird-other,UT,SW03,2002-09-12,Newman et al
KJ501324,,MN/Otter-Tail,United-States,Bird-other,MN,SW03,2003-08-29,Newman et al
KJ501391,,SD,United-States,Bird-other,SD,SW03,2003-08-06,Newman et al
MH170237,,CO/Larimer,United-States,Mosquito-Culex,CO,SW03,2003-08-01,Swetnam et al
DQ431707,,NM/Bernalillo,United-States,Human,NM,SW03,2004-08-02,Herring et al
DQ431706,,NM/Bernalillo,United-States,Human,NM,SW03,2004-08-02,Herring et al
KX547534,,NY/Erie,United-States,Bird-other,NY,SW03,2004-09-30,Shabman et al
DQ080069,,MEX/TAM,Mexico,Horse,MEX/TAM,SW03,2003-08-01,Deardorff et al
DQ080063,,MEX/BCN,Mexico,Bird-other,MEX/BCN,SW03,2003-08-01,Deardorff et al
DQ080064,,MEX/BCN,Mexico,Bird-other,MEX/BCN,SW03,2003-08-01,Deardorff et al
DQ080070,,MEX/SON,Mexico,Bird-other,MEX/SON,SW03,2003-08-01,Deardorff et al
DQ080065,,MEX/BCN,Mexico,Bird-other,MEX/BCN,SW03,2003-08-01,Deardorff et al
DQ080067,,MEX/BCN,Mexico,Bird-other,MEX/BCN,SW03,2003-08-01,Deardorff et al
DQ080068,,MEX/BCN,Mexico,Bird-other,MEX/BCN,SW03,2003-08-01,Deardorff et al
DQ080066,,MEX/BCN,Mexico,Bird-other,MEX/BCN,SW03,2003-08-01,Deardorff et al
KJ501385,,MT/Sheridan,United-States,Bird-other,MT,SW03,2004-08-06,Newman et al
KX547173,,NY/Orleans,United-States,Bird-crow,NY,SW03,2005-08-31,Shabman et al
KX547347,,NY/Monroe,United-States,Bird-crow,NY,SW03,2005-05-25,Shabman et al
HM756675,,NY,United-States,Bird-crow,NY,SW03,2005-08-01,Henn et al
HM488191,,IL,United-States,Bird-crow,IL,SW03,2004-08-02,Henn et al
KJ501297,,MT/Phillips,United-States,Bird-other,MT,SW03,2003-08-18,Newman et al
KJ501349,,ND/Logan,United-States,Bird-other,ND,SW03,2003-07-31,Newman et al
HM488239,,NY,United-States,Bird-crow,NY,SW03,2008-08-02,Henn et al
HM488198,,IL,United-States,Mosquito-Culex,IL,SW03,2005-08-01,Henn et al
KJ501253,,ND/Burleigh,United-States,Bird-other,ND,SW03,2008-04-26,Newman et al
KJ501323,,MN/Lacqui-Parle,United-States,Bird-other,MN,SW03,2003-07-31,Newman et al
JN183886,,NY,United-States,Bird-other,NY,SW03,2008-08-02,Henn et al
MH170235,,CO/Weld,United-States,Mosquito-unknown,CO,SW03,2006-08-01,Swetnam et al
MH170226,,CO/Larimer,United-States,Bird-other,CO,SW03,2003-08-01,Swetnam et al
JX015515,,TX/El-Paso,United-States,Mosquito-Culex,TX,SW03,2005-06-28,Mann et al
DQ666448,,AZ/Yavapai,United-States,Human,AZ,SW03,2004-08-02,Grinev et al
JF957177,,NV,United-States,Human,NV,SW03,2009-08-01,Anez et al
KJ501424,,SD,United-States,Bird-other,SD,SW03,2007-08-03,Newman et al
DQ666449,,TX/Concho,United-States,Human,TX,SW03,2005-08-01,Grinev et al
DQ080052,,AZ/Maricopoa,United-States,Mosquito-Culex,AZ,SW03,2003-08-01,Deardorff et al
KJ501404,,MN,United-States,Bird-other,MN,SW03,2005-07-28,Newman et al
KJ501471,,AZ/Coconino,United-States,Bird-other,AZ,SW03,2005-08-12,Newman et al
DQ666451,,AZ/Yavapai,United-States,Human,AZ,SW03,2005-08-01,Grinev et al
JF957173,,AZ,United-States,Human,AZ,SW03,2008-08-02,Anez et al
W349,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2004-08-12,WestNile4K
KR348975,,CA/Los-Angeles,United-States,Mosquito-Culex,CA,SW03,2004-03-09,Duggal et al
DQ431711,,AZ/Maricopa,United-States,Human,AZ,SW03,2004-08-02,Herring et al
W353,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2004-08-13,WestNile4K
W344,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2004-08-06,WestNile4K
W352,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2004-08-13,WestNile4K
W351,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2004-08-13,WestNile4K
KR348979,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2004-07-14,Duggal et al
KJ501416,,NC,United-States,Bird-other,NC,SW03,2006-09-07,Newman et al
W119,,CA/Solano,United-States,Bird,CA,SW03,2005-08-03,WestNile4K
MH170239,,CO/Weld,United-States,Mosquito-Culex,CO,SW03,2006-08-01,Swetnam et al
MF175815,,TX/Dallas,United-States,Mosquito-Culex,TX,SW03,2012-10-10,Aroh et al
MH170244,,CO/Weld,United-States,Mosquito-Culex,CO,SW03,2007-08-01,Swetnam et al
MH170251,,CO/Weld,United-States,Mosquito-Culex,CO,SW03,2007-08-01,Swetnam et al
KJ501398,,CA,United-States,Bird-other,CA,SW03,2004-10-01,Newman et al
W350,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2004-08-12,WestNile4K
W346,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2004-08-06,WestNile4K
W348,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2004-08-12,WestNile4K
W355,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2004-08-14,WestNile4K
W345,,CA/Kern,United-States,Mosquito-Culex,CA,SW03,2004-08-06,WestNile4K
DQ080051,,AZ/Cochise,United-States,Mosquito-Culex,AZ,SW03,2003-08-01,Deardorff et al
GQ507479,,AZ/Pima,United-States,Human,AZ,SW03,2005-09-09,Pybus et al
W260,,CA/Kern,United-States,Bird-other,CA,SW03,2005-06-30,WestNile4K
W257,,CA/Kern,United-States,Bird-other,CA,SW03,2005-06-16,WestNile4K
W639,,CA/Sacramento,United-States,Mosquito-Culex,CA,SW03,2005-08-20,WestNile4K
JF957166,,UT,United-States,Human,UT,SW03,2006-08-01,Anez et al
JF957164,,ID,United-States,Human,ID,SW03,2006-08-01,Anez et al
W060,,CA/San-Diego,United-States,Bird,CA,SW03,2013-11-07,WestNile4K
W0929,,ID,United-States,,ID,SW03,2017-08-01,WestNile4K
W0927,,ID,United-States,,ID,SW03,2017-08-01,WestNile4K
W0937,,OR/Malheur,United-States,,OR,SW03,2014-08-01,WestNile4K
W0936,,OR/Malheur,United-States,,OR,SW03,2014-08-01,WestNile4K
KJ501335,,WI/Dodge,United-States,Bird-other,WI,SW03,2005-08-19,Newman et al
KJ501431,,WI,United-States,Bird-other,WI,SW03,2006-08-16,Newman et al
KJ501529,,WI,United-States,Bird-other,WI,SW03,2006-08-16,Newman et al
KJ501358,,TX,United-States,Bird-other,TX,SW03,2003-08-19,Newman et al
DQ431704,,CO/Mesa,United-States,Human,CO,SW03,2004-08-02,Herring et al
KX547387,,NY/Chautauqua,United-States,Mosquito-Aedes,NY,SW03,2006-08-22,Shabman et al
JF415919,,TX/Harris,United-States,Mosquito-Aedes,TX,SW03,2007-08-01,McMullen et al
KJ501526,,SD,United-States,Bird-other,SD,SW03,2006-07-17,Newman et al
DQ080053,,AZ/Apache,United-States,Mosquito-Culex,AZ,SW03,2003-08-01,Deardorff et al
DQ431702,,CO/Mesa,United-States,Human,CO,SW03,2004-08-02,Herring et al
KJ501478,,KS,United-States,Bird-other,KS,SW03,2003-08-14,Newman et al
KJ501348,,NM/Socorro,United-States,Bird-other,NM,SW03,2003-09-09,Newman et al
GQ507480,,CA/Los-Angeles,United-States,Human,CA,SW03,2005-10-04,Pybus et al
MH170232,,CO/Weld,United-States,Mosquito-unknown,CO,SW03,2006-08-01,Swetnam et al
KJ501389,,SD,United-States,Bird-other,SD,SW03,2003-08-06,Newman et al
KJ501420,,SD,United-States,Bird-other,SD,SW03,2004-08-07,Newman et al
KJ501419,,SD,United-States,Bird-other,SD,SW03,2004-08-07,Newman et al
KX547510,,NY/Nassau,United-States,Mosquito-Culex,NY,SW03,2007-09-14,Shabman et al
JF957170,,CO,United-States,Human,CO,SW03,2007-08-01,Anez et al
MH170241,,CO/Weld,United-States,Mosquito-Culex,CO,SW03,2007-08-01,Swetnam et al
GQ507470,,TX/El-Paso,United-States,Human,TX,SW03,2006-08-30,Pybus et al
GQ507471,,TX/El-Paso,United-States,Human,TX,SW03,2007-06-23,Pybus et al
JX015516,,TX/El-Paso,United-States,Mosquito-Culex,TX,SW03,2007-08-14,Mann et al
KM012172,,TX,United-States,Human,TX,SW03,2012-08-02,Grinev et al
